"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"1400000US06085503312","Census Tract 5033.12, Santa Clara County, California","1023","74","84604","7671","53.7","9.7","88583","16871","11.8","7.2","76339","67112","0.0","3.8","-","-222222222","27.4","8.7","84355","22433","0.0","3.8","-","-222222222","4.7","3.6","140000","6970","2.4","2.7","150268","168128","20.0","8.1","90104","59521","38.3","9.4","96705","15031","0.9","1.4","-","-222222222","31.8","7.9","72386","35773","47.4","7.3","105781","28713","19.9","5.5","41053","43906","896","95","85893","13368","40.6","9.0","70455","36771","59.4","9.0","98594","17687","75.6","9.9","102548","33270","17.1","8.7","38750","62258","7.4","5.3","87833","13430","127","70","35375","41842","69.3","24.2","24300","49731","69.3","24.2","24300","49731","0.0","26.5","-","-222222222","30.7","24.2","54432","18964","30.7","24.2","54432","18964","0.0","26.5","-","-222222222","37.4","-888888888.0","(X)","-888888888","40.0","-888888888.0","(X)","(X)","19.7","-888888888.0","(X)","(X)",
"1400000US06085503313","Census Tract 5033.13, Santa Clara County, California","1294","44","123318","12114","43.2","6.3","115288","26854","4.4","3.6","180592","237767","0.0","3.0","-","-222222222","45.1","5.4","126375","15390","0.0","3.0","-","-222222222","5.3","3.6","101000","59757","2.0","1.9","180714","244903","12.3","4.5","78438","23543","35.9","5.9","121250","19841","0.0","3.0","-","-222222222","24.2","6.0","123651","13352","59.8","7.6","131477","11640","16.0","4.6","72266","42646","1132","73","123818","15363","46.8","6.0","124818","11334","53.2","6.0","110625","34084","80.1","7.6","131750","11515","14.8","7.7","64653","92192","5.1","4.4","22143","126172","162","69","121125","34672","71.6","20.5","121375","38341","59.3","24.9","130250","98813","12.3","17.2","-","-222222222","28.4","20.5","102000","168395","22.2","19.2","185682","171392","6.2","10.3","-","-222222222","32.8","-888888888.0","(X)","-888888888","32.4","-888888888.0","(X)","(X)","35.2","-888888888.0","(X)","(X)",
"1400000US06085503315","Census Tract 5033.15, Santa Clara County, California","1960","78","73214","14540","37.3","6.7","61786","18524","3.7","3.2","61212","15742","0.8","1.0","105500","26533","45.3","5.3","84041","10869","0.0","2.0","-","-222222222","10.8","4.2","58194","57240","2.1","1.7","193056","164545","36.6","5.1","60114","18440","13.3","4.4","78750","54007","2.9","2.8","55951","15931","44.8","4.9","74494","22552","43.6","5.0","77206","17489","8.7","3.4","45200","13261","1633","142","75478","14194","53.7","6.0","65521","17147","46.3","6.0","93672","16130","71.2","8.3","87750","18112","19.9","7.4","44102","18469","8.9","4.6","91250","57477","327","117","37461","36289","55.4","21.6","36836","31430","41.0","22.1","44167","36890","14.4","16.6","24046","11446","44.6","21.6","47000","115794","26.0","17.9","14154","46254","18.7","17.3","167540","96215","38.7","-888888888.0","(X)","-888888888","35.6","-888888888.0","(X)","(X)","53.8","-888888888.0","(X)","(X)",
"1400000US06085503321","Census Tract 5033.21, Santa Clara County, California","1055","52","117303","17071","16.3","5.4","131538","30844","0.7","1.0","-","-222222222","0.0","3.7","-","-222222222","78.7","6.1","116250","18794","1.1","1.9","-","-222222222","1.2","2.0","-","-222222222","2.0","2.0","242969","405089","12.4","5.5","139375","92207","6.0","3.6","116528","63699","0.0","3.7","-","-222222222","36.0","10.1","120000","29770","53.1","9.5","131923","18404","10.9","7.3","17284","61476","966","74","113214","13458","45.3","9.5","117105","30956","54.7","9.5","108800","15340","83.3","7.6","118264","18097","9.5","6.1","108393","48972","7.1","4.0","108063","2854","89","66","70547","66965","46.1","40.9","9153","78019","34.8","43.8","-","-222222222","11.2","20.3","-","-222222222","53.9","40.9","90833","23267","27.0","33.5","71875","70854","27.0","39.4","-","-222222222","30.9","-888888888.0","(X)","-888888888","30.2","-888888888.0","(X)","(X)","27.0","-888888888.0","(X)","(X)",
"1400000US06085503322","Census Tract 5033.22, Santa Clara County, California","1022","57","85833","15541","39.3","9.1","83580","9349","6.3","4.6","43077","9152","1.3","2.1","-","-222222222","42.0","8.6","109861","28450","0.0","3.8","-","-222222222","9.0","4.4","84167","64612","2.2","2.7","150781","22642","29.5","7.3","69231","48057","22.1","7.6","81613","21890","6.6","6.4","83949","4871","37.9","5.4","110598","20171","42.8","8.7","82109","16358","12.8","4.9","68750","33677","871","78","86528","17243","42.9","7.7","104432","21118","57.1","7.7","73125","23698","55.1","10.9","102375","23173","31.9","11.4","41667","20411","13.0","9.2","59574","68181","151","71","79609","49620","21.9","20.3","10417","56461","21.9","20.3","10417","56461","0.0","23.0","-","-222222222","78.1","20.3","98393","91599","36.4","23.0","77891","47771","41.7","29.9","190184","90318","39.1","-888888888.0","(X)","-888888888","39.5","-888888888.0","(X)","(X)","37.1","-888888888.0","(X)","(X)",
"1400000US06085503323","Census Tract 5033.23, Santa Clara County, California","1243","24","109628","12256","40.2","7.7","96136","31189","1.7","1.7","111250","136666","0.0","3.2","-","-222222222","48.7","7.2","117574","18354","2.3","2.6","153188","92425","6.2","4.2","77375","45930","0.9","1.4","-","-222222222","28.6","6.0","79611","5743","18.7","4.6","113309","19872","6.0","4.5","79556","124447","34.6","8.1","114306","25679","46.0","8.7","113727","7491","13.4","4.6","58224","20757","1062","73","104375","14228","44.4","8.5","108698","17765","55.6","8.5","101583","31075","69.7","8.2","113036","7656","17.0","7.4","82031","51654","13.3","7.0","63419","11168","181","70","84719","39802","47.0","26.5","83094","17061","16.0","16.9","32917","89232","30.9","29.5","83250","9468","53.0","26.5","123393","18223","32.6","24.7","123482","62072","20.4","23.5","123348","93863","45.1","-888888888.0","(X)","-888888888","47.5","-888888888.0","(X)","(X)","30.9","-888888888.0","(X)","(X)",
"1400000US06085503324","Census Tract 5033.24, Santa Clara County, California","900","45","87907","14472","25.9","9.3","87703","30856","3.8","3.9","128750","108723","0.0","4.3","-","-222222222","62.4","10.5","100833","36329","0.0","4.3","-","-222222222","2.4","2.6","32115","226698","5.4","6.3","69155","4362","16.6","6.1","74688","36805","13.1","6.0","81875","51549","0.0","4.3","-","-222222222","35.4","8.9","87917","17702","57.3","8.2","81532","38721","7.2","3.9","96688","32101","806","78","81863","25076","60.4","7.4","72212","27875","39.6","7.4","96813","44345","75.7","9.7","114423","33418","11.4","8.4","69054","8658","12.9","5.6","64375","30797","94","61","61833","50771","42.6","36.6","59038","29732","42.6","36.6","59038","29732","0.0","33.1","-","-222222222","57.4","36.6","88430","17509","46.8","38.3","88333","35194","10.6","16.2","-","-222222222","36.2","-888888888.0","(X)","-888888888","40.4","-888888888.0","(X)","(X)","0.0","-888888888.0","(X)","(X)",
"1400000US06085503325","Census Tract 5033.25, Santa Clara County, California","1105","70","89670","14701","30.3","7.0","88942","40984","4.4","3.1","90417","46139","0.8","1.4","-","-222222222","50.0","7.6","114740","29745","0.0","3.6","-","-222222222","11.3","5.8","66042","55120","3.1","3.1","88152","25897","24.6","7.5","60000","59110","17.8","5.1","89471","45766","0.0","3.6","-","-222222222","41.6","7.0","88776","48122","43.7","7.5","104306","20466","14.7","3.5","66250","56466","1043","80","92067","25485","55.5","7.9","89343","14631","44.5","7.9","112917","29142","81.4","8.0","111250","19989","15.6","7.5","32731","12966","3.0","2.7","56625","101517","62","48","61136","1976","50.0","30.8","58625","58992","50.0","30.8","58625","58992","0.0","41.8","-","-222222222","50.0","30.8","61761","10871","50.0","30.8","61761","10871","0.0","41.8","-","-222222222","36.7","-888888888.0","(X)","-888888888","36.6","-888888888.0","(X)","(X)","17.7","-888888888.0","(X)","(X)",
"1400000US06085503326","Census Tract 5033.26, Santa Clara County, California","1632","68","152414","9337","24.5","4.7","138750","29526","0.9","1.3","-","-222222222","0.3","0.5","-","-222222222","72.8","4.9","159524","21120","0.0","2.4","-","-222222222","1.1","1.2","250,000+","-333333333","0.4","0.8","-","-222222222","8.5","3.0","150679","15591","17.4","4.5","119792","72795","0.0","2.4","-","-222222222","45.8","6.2","171957","20451","47.9","5.7","143182","31123","6.3","3.9","41645","31115","1498","85","157976","16907","65.8","7.0","168235","25677","34.2","7.0","151364","50962","86.8","6.6","166250","17575","5.2","3.4","89250","16542","8.0","5.8","89773","151854","134","66","42292","89082","30.6","26.5","34306","12462","30.6","26.5","34306","12462","0.0","25.4","-","-222222222","69.4","26.5","79861","133635","59.7","30.9","78056","117253","9.7","15.9","-","-222222222","29.3","-888888888.0","(X)","-888888888","31.0","-888888888.0","(X)","(X)","10.4","-888888888.0","(X)","(X)",
"1400000US06085503327","Census Tract 5033.27, Santa Clara County, California","1215","100","99209","13221","47.2","7.6","90195","14186","0.8","1.5","-","-222222222","0.6","0.9","-","-222222222","42.0","6.5","132857","33766","0.0","3.2","-","-222222222","7.7","5.0","65833","131578","1.7","1.9","24519","87975","31.4","5.6","97905","27265","23.5","4.6","81971","14356","0.5","0.8","-","-222222222","35.4","7.3","137273","57786","43.4","6.8","90820","19060","20.7","7.5","85833","55844","1132","106","99439","12876","45.1","7.5","104452","18053","54.9","7.5","91523","18047","83.4","7.9","104403","19059","6.5","4.4","63889","73569","10.1","6.8","97635","60296","83","53","25924","34748","41.0","32.7","25652","1441","41.0","32.7","25652","1441","0.0","35.9","-","-222222222","59.0","32.7","80446","113358","59.0","32.7","80446","113358","0.0","35.9","-","-222222222","28.6","-888888888.0","(X)","-888888888","26.9","-888888888.0","(X)","(X)","13.3","-888888888.0","(X)","(X)",
"1400000US06085503329","Census Tract 5033.29, Santa Clara County, California","918","76","135147","33421","18.0","8.2","111792","77153","6.0","5.3","202978","150942","0.0","4.3","-","-222222222","69.7","8.0","153125","42979","0.0","4.3","-","-222222222","6.3","3.5","77750","52008","0.0","4.3","-","-222222222","10.3","4.8","78875","31178","13.9","7.3","175238","148129","1.7","2.9","-","-222222222","47.9","6.5","146375","44861","44.1","7.4","154479","58633","6.2","4.1","90250","146116","861","88","145438","43096","64.5","7.6","154271","37794","35.5","7.6","103684","72891","87.6","7.6","154792","39398","6.3","5.4","27188","113581","6.2","5.9","119844","334420","57","58","107083","37930","15.8","27.4","-","-222222222","15.8","27.4","-","-222222222","0.0","43.6","-","-222222222","84.2","27.4","106548","31118","84.2","27.4","106548","31118","0.0","43.6","-","-222222222","13.7","-888888888.0","(X)","-888888888","12.2","-888888888.0","(X)","(X)","36.8","-888888888.0","(X)","(X)",
"1400000US06085503330","Census Tract 5033.30, Santa Clara County, California","1984","68","161818","28871","17.7","3.9","177727","53289","1.3","1.7","-","-222222222","0.0","2.0","-","-222222222","77.7","4.1","171711","35246","0.0","2.0","-","-222222222","2.9","2.3","135563","83336","0.4","0.7","-","-222222222","8.7","2.9","111950","50295","12.7","3.9","164118","52048","0.0","2.0","-","-222222222","58.4","4.3","160057","28481","37.4","4.4","184444","39094","4.2","3.5","80824","64525","1863","94","161307","28429","74.4","6.2","185117","18885","25.6","6.2","131402","8733","95.5","2.7","163603","29847","0.5","0.9","-","**","4.0","2.5","145588","237597","121","65","106023","36403","12.4","18.9","-","-222222222","12.4","18.9","-","-222222222","0.0","27.5","-","-222222222","87.6","18.9","125139","45127","55.4","25.1","97917","51489","32.2","26.6","126181","43503","19.6","-888888888.0","(X)","-888888888","18.5","-888888888.0","(X)","(X)","22.3","-888888888.0","(X)","(X)",
"1400000US06085503331","Census Tract 5033.31, Santa Clara County, California","1434","32","72740","8017","66.0","6.3","56389","11286","4.2","4.1","42639","64543","0.0","2.7","-","-222222222","23.9","5.9","132773","47186","0.0","2.7","-","-222222222","3.8","2.7","121875","66662","2.2","2.3","135750","140449","8.2","3.4","128661","27096","61.1","6.3","54405","14371","0.0","2.7","-","-222222222","20.3","5.2","112188","25570","38.8","7.2","132578","17014","40.9","5.4","34293","12614","933","95","111130","21501","35.6","7.0","133125","27843","64.4","7.0","72457","42544","77.7","9.4","118194","32011","15.6","8.7","56750","27658","6.6","5.2","112348","50295","501","101","38750","14399","67.3","14.2","42630","13286","64.1","14.6","41583","14850","3.2","5.1","-","-222222222","32.7","14.2","24250","40569","27.7","14.2","23208","6369","5.0","7.4","-","-222222222","26.2","-888888888.0","(X)","-888888888","31.4","-888888888.0","(X)","(X)","16.4","-888888888.0","(X)","(X)",
"1400000US06085503332","Census Tract 5033.32, Santa Clara County, California","2542","55","82885","12089","81.4","4.4","75958","9522","2.0","2.2","2,500-","-333333333","0.7","1.0","-","-222222222","13.2","3.0","105516","23270","0.0","1.6","-","-222222222","1.7","1.7","93971","72502","1.1","1.3","130167","53565","7.2","3.2","95446","35391","77.6","5.1","76380","10516","0.0","1.6","-","-222222222","9.5","3.4","150104","57484","29.2","5.7","117250","23055","61.3","5.1","58534","7463","1768","144","102949","6425","26.6","5.6","144792","76216","73.4","5.6","93262","16951","92.5","4.7","106268","11240","4.1","3.8","65132","29317","3.5","4.3","-","**","774","134","38241","11478","80.5","8.6","32639","9410","78.8","8.2","32054","8475","1.7","2.5","-","-222222222","19.5","8.6","75804","21354","13.7","7.3","39615","94398","5.8","4.3","76161","74822","21.1","-888888888.0","(X)","-888888888","20.4","-888888888.0","(X)","(X)","22.7","-888888888.0","(X)","(X)",
"1400000US06085503333","Census Tract 5033.33, Santa Clara County, California","1301","60","109280","15646","50.3","7.4","95402","24756","3.8","3.1","108661","102376","0.0","3.0","-","-222222222","41.7","5.8","138770","11872","1.5","2.2","-","-222222222","1.5","2.4","-","-222222222","1.3","2.1","-","-222222222","26.5","6.3","95019","52845","26.6","6.3","89405","20942","4.8","7.8","-","-222222222","35.7","10.3","136302","16029","52.5","9.4","107768","18899","7.0","3.3","102589","87200","1100","77","115957","20893","54.8","8.9","116047","27971","45.2","8.9","115625","43774","82.9","10.5","135313","12682","17.1","10.5","65526","113739","0.0","3.6","-","**","201","74","89940","39085","43.8","26.6","88810","68481","35.3","26.3","89688","94774","8.5","10.1","87639","99210","56.2","26.6","98750","85453","56.2","26.6","98750","85453","0.0","17.9","-","-222222222","30.1","-888888888.0","(X)","-888888888","30.4","-888888888.0","(X)","(X)","4.5","-888888888.0","(X)","(X)",
"1400000US06085503334","Census Tract 5033.34, Santa Clara County, California","2686","39","194420","17652","41.0","4.7","187125","28107","3.2","2.3","171250","75504","0.0","1.5","-","-222222222","52.9","4.4","202328","23550","0.0","1.5","-","-222222222","0.5","0.8","250,000+","-333333333","2.3","1.9","208625","198878","9.0","4.0","156167","103999","32.5","4.1","189792","41418","0.5","0.8","-","-222222222","40.0","5.0","212889","27044","52.2","5.6","186813","30464","7.3","3.0","145789","34065","2497","92","201222","21994","65.1","5.9","201458","22710","34.9","5.9","200156","55284","88.4","5.4","211000","16843","8.1","5.2","8424","179762","3.4","3.0","250,000+","***","189","92","78242","34524","62.4","23.7","54643","61635","62.4","23.7","54643","61635","0.0","19.0","-","-222222222","37.6","23.7","79297","97175","37.6","23.7","79297","97175","0.0","19.0","-","-222222222","24.2","-888888888.0","(X)","-888888888","25.5","-888888888.0","(X)","(X)","7.4","-888888888.0","(X)","(X)",
"1400000US06085503336","Census Tract 5033.36, Santa Clara County, California","851","44","91042","13657","30.3","8.3","102833","52824","1.3","2.2","-","-222222222","3.2","3.2","53015","29265","48.5","7.5","95272","20244","4.2","4.6","115543","37422","6.2","4.6","90391","39696","6.2","4.9","82212","136288","32.8","5.9","90859","48862","8.7","4.5","53214","27964","0.0","4.6","-","-222222222","49.1","9.1","103167","39482","43.2","10.1","90119","10608","7.6","4.6","80288","101633","802","56","91369","14774","64.6","8.6","85625","22871","35.4","8.6","104196","18312","87.4","7.1","97228","18417","12.6","7.1","66036","20843","0.0","4.9","-","**","49","37","51250","67989","81.6","29.4","50227","42080","59.2","38.6","29408","75508","22.4","33.3","-","-222222222","18.4","29.4","-","-222222222","0.0","47.0","-","-222222222","18.4","29.4","-","-222222222","31.5","-888888888.0","(X)","-888888888","32.0","-888888888.0","(X)","(X)","22.4","-888888888.0","(X)","(X)",
"1400000US06085503337","Census Tract 5033.37, Santa Clara County, California","975","27","75964","9211","35.0","9.6","76202","10228","3.6","3.7","107697","88666","0.0","4.0","-","-222222222","53.6","8.9","77443","26087","0.0","4.0","-","-222222222","4.6","4.1","48850","7889","3.2","4.0","125655","204144","28.2","7.9","71583","19069","13.4","6.6","78854","36614","2.2","3.8","-","-222222222","43.9","10.0","82750","20934","45.6","10.3","62961","19497","8.3","3.7","52981","23482","838","67","76719","8276","52.6","7.1","73906","24512","47.4","7.1","77466","9204","64.3","11.4","79577","14815","21.4","8.6","64803","24534","14.3","7.2","38676","51131","137","63","70083","38488","75.9","20.7","56563","27153","68.6","22.5","57344","37009","7.3","11.9","-","-222222222","24.1","20.7","201083","208379","18.2","19.3","200417","327479","5.8","9.6","-","-222222222","37.9","-888888888.0","(X)","-888888888","40.8","-888888888.0","(X)","(X)","10.9","-888888888.0","(X)","(X)",
"1400000US06085503401","Census Tract 5034.01, Santa Clara County, California","868","85","78172","8540","46.3","10.0","76750","15804","1.3","2.0","85781","62282","0.0","4.5","-","-222222222","16.4","6.0","96023","23484","0.0","4.5","-","-222222222","36.1","10.1","61683","21890","0.0","4.5","-","-222222222","72.8","8.3","74500","17923","8.8","6.2","72692","44607","3.5","3.5","61058","20734","39.1","9.6","91397","18752","43.0","8.7","74556","12224","14.5","5.7","24167","49742","761","100","77556","9746","59.1","9.3","78676","14329","40.9","9.3","73831","8301","70.4","12.0","78993","5514","15.9","9.6","65656","47037","13.7","8.8","93750","55922","107","59","67841","56447","93.5","11.6","68636","58571","59.8","36.9","37500","62702","33.6","35.8","123448","10315","6.5","11.6","-","-222222222","0.0","30.2","-","-222222222","6.5","11.6","-","-222222222","48.5","-888888888.0","(X)","-888888888","47.2","-888888888.0","(X)","(X)","57.9","-888888888.0","(X)","(X)",
"1400000US06085503402","Census Tract 5034.02, Santa Clara County, California","1140","65","37722","7337","61.1","7.3","37594","13829","2.5","2.6","30924","19391","1.2","2.4","-","-222222222","17.6","5.3","29063","8903","2.3","2.9","36625","1398","11.3","6.2","103125","115251","3.9","3.7","93281","108444","68.3","7.9","39401","16636","7.0","5.4","28750","54793","8.5","6.1","38776","51884","39.8","9.2","31923","12205","34.0","6.7","67868","13482","17.6","5.0","20368","8622","1010","107","38898","6435","45.0","11.3","40099","14304","55.0","11.3","38835","9064","45.6","12.2","55903","21002","31.2","12.1","30282","9284","23.2","11.3","32443","15223","130","82","25156","25846","60.0","32.3","26563","19884","60.0","32.3","26563","19884","0.0","26.0","-","-222222222","40.0","32.3","13594","66845","31.5","28.2","12734","2539","8.5","18.5","-","-222222222","46.6","-888888888.0","(X)","-888888888","49.9","-888888888.0","(X)","(X)","20.8","-888888888.0","(X)","(X)",
